square_id,cluster,mean_level
3552,mixed/suburban,495.83508
3553,mixed/suburban-2,697.5724
3554,mixed/suburban-2,630.69165
3555,mixed/suburban-2,592.77496
3556,mixed/suburban-2,398.30493
3558,mixed/suburban,1307.9775
3559,mixed/suburban-2,914.6188
3560,mixed/suburban-2,251.41374
3562,mixed/suburban,347.2907
3563,mixed/suburban,719.12836
3564,mixed/suburban,681.1778
3565,mixed/suburban-2,526.1077
3566,mixed/suburban-2,523.3473
3567,mixed/suburban,297.6114
3568,business,284.6198
3569,mixed/suburban,346.90094
3570,mixed/suburban,360.83783
3571,mixed/suburban,351.24295
3572,mixed/suburban,445.56314
3573,mixed/suburban,356.4849
3578,mixed/suburban-2,312.44763
3579,mixed/suburban-2,465.32007
3580,mixed/suburban,533.4252
3581,mixed/suburban,550.10333
3582,mixed/suburban,337.11215
3583,mixed/suburban,267.67648
3584,business,251.64877
3585,business,217.20139
3588,business-2,192.80005
3589,business,227.20345
3595,business,254.66068
3596,mixed/suburban,281.44617
3622,business,196.29527
3623,business-2,285.96548
3624,business,293.8949
3625,business,439.75226
3626,business,440.1261
3627,business,382.35223
3628,mixed/suburban,394.67062
3629,mixed/suburban-2,360.41675
3630,mixed/suburban-2,277.49005
3631,business,277.78314
3632,mixed/suburban,491.43524
3633,mixed/suburban-2,966.01965
3634,mixed/suburban-2,963.8618
3635,mixed/suburban-2,844.59393
3636,mixed/suburban-2,804.3612
3637,mixed/suburban-2,533.7154
3638,mixed/suburban-2,432.7038
3639,mixed/suburban-2,373.92447
3640,mixed/suburban-2,205.92438
3642,mixed/suburban-2,191.78465
3643,mixed/suburban-2,221.03163
3644,mixed/suburban-2,224.35905
3645,mixed/suburban-2,224.35905
3646,mixed/suburban-2,224.35905
3647,mixed/suburban,575.2841
3648,mixed/suburban,624.1644
3649,mixed/suburban,762.3884
3650,business,916.2078
3651,mixed/suburban,839.1969
3652,mixed/suburban,678.2991
3653,mixed/suburban,684.31335
3654,mixed/suburban-2,687.5327
3655,mixed/suburban-2,880.1397
3656,mixed/suburban-2,1206.2117
3657,mixed/suburban-2,679.59424
3658,mixed/suburban-2,1359.3772
3659,mixed/suburban,1235.5057
3660,mixed/suburban,668.66223
3661,mixed/suburban-2,392.63553
3662,mixed/suburban-2,486.53925
3663,mixed/suburban-2,622.0696
3664,mixed/suburban-2,620.6723
3665,mixed/suburban-2,575.1541
3666,mixed/suburban,400.09277
3667,mixed/suburban,350.32492
3668,mixed/suburban-2,499.43842
3669,mixed/suburban,373.98904
3670,mixed/suburban,367.59903
3671,mixed/suburban-2,530.9897
3672,mixed/suburban,611.41736
3673,mixed/suburban,771.4823
3674,mixed/suburban,756.9002
3675,business,599.6312
3676,mixed/suburban,420.20847
3677,mixed/suburban-2,427.86493
3678,mixed/suburban-2,453.4135
3679,mixed/suburban-2,453.4135
3680,mixed/suburban-2,458.14386
3681,mixed/suburban,406.6711
3682,mixed/suburban,244.46803
3685,business-2,292.91336
3686,business-2,203.33772
3689,business,191.67824
3694,business,193.18633
3695,business,260.43066
3696,business,277.04987
3724,mixed/suburban,318.97687
3725,mixed/suburban,388.69122
3726,business,430.8058
3727,business,447.25772
3728,business,459.3823
3729,business-2,496.31863
3730,business,377.3527
3731,business,309.28128
3732,mixed/suburban,424.79007
3733,mixed/suburban-2,665.60095
3734,mixed/suburban-2,631.928
3735,mixed/suburban-2,800.57477
3736,mixed/suburban-2,804.4415
3737,mixed/suburban-2,583.41254
3738,mixed/suburban-2,319.85706
3743,mixed/suburban-2,245.11752
3744,mixed/suburban-2,226.11813
3745,mixed/suburban-2,224.35905
3746,mixed/suburban-2,301.42563
3747,mixed/suburban,728.0417
3748,mixed/suburban,1005.8449
3749,mixed/suburban,895.33185
3750,business,945.218
3751,business,994.71704
3752,mixed/suburban,792.74976
3753,mixed/suburban,703.61163
3754,mixed/suburban-2,863.4331
3755,mixed/suburban-2,1085.0211
3756,mixed/suburban-2,1728.2771
3757,mixed/suburban-2,2013.4293
3758,mixed/suburban-2,1373.2755
3759,mixed/suburban,879.3964
3760,mixed/suburban,848.48395
3761,mixed/suburban-2,663.7133
3762,mixed/suburban-2,610.51184
3763,mixed/suburban,915.8025
3764,mixed/suburban,1190.5951
3765,mixed/suburban,672.2042
3766,business,399.2521
3767,mixed/suburban-2,491.3953
3768,mixed/suburban-2,557.1793
3769,mixed/suburban,506.8781
3770,mixed/suburban,384.5211
3771,mixed/suburban-2,826.7867
3772,mixed/suburban-2,799.96436
3773,mixed/suburban,746.0289
3774,mixed/suburban,712.95355
3775,business,744.1884
3776,business,602.3769
3777,mixed/suburban-2,464.127
3778,mixed/suburban-2,453.4135
3779,mixed/suburban-2,453.4135
3780,mixed/suburban-2,453.4135
3781,mixed/suburban-2,425.25043
3785,business-2,193.80473
3786,business,197.44078
3794,business,212.73492
3795,business,228.3078
3796,business,223.4068
3823,mixed/suburban-2,283.7517
3824,mixed/suburban-2,297.14957
3825,mixed/suburban-2,299.19006
3826,mixed/suburban-2,300.2638
3827,mixed/suburban-2,487.6576
3828,mixed/suburban,513.5404
3829,business-2,470.80795
3830,business,358.86642
3831,business,355.12268
3832,business,367.405
3833,mixed/suburban-2,403.76328
3834,mixed/suburban-2,375.71182
3835,mixed/suburban-2,458.5633
3836,mixed/suburban-2,413.89093
3837,mixed/suburban,314.2429
3843,mixed/suburban,275.72006
3844,mixed/suburban-2,436.94363
3845,mixed/suburban-2,682.96655
3846,mixed/suburban-2,989.76447
3847,mixed/suburban-2,1055.5961
3848,mixed/suburban-2,1151.3488
3849,mixed/suburban,918.31714
3850,mixed/suburban,975.30945
3851,business,1033.3066
3852,business,1101.7068
3853,mixed/suburban,1075.1852
3854,mixed/suburban-2,1292.4352
3855,mixed/suburban-2,1366.8148
3856,mixed/suburban-2,1998.358
3857,mixed/suburban-2,1977.3665
3858,mixed/suburban-2,1459.5215
3859,mixed/suburban,954.2665
3860,mixed/suburban-2,914.5282
3861,mixed/suburban-2,781.85565
3862,mixed/suburban-2,1306.363
3863,mixed/suburban-2,1314.695
3864,mixed/suburban,1117.7365
3865,business,742.22076
3866,mixed/suburban,582.77234
3867,mixed/suburban-2,635.00696
3868,mixed/suburban-2,1070.0219
3869,mixed/suburban-2,1514.242
3870,mixed/suburban,758.8892
3871,mixed/suburban,1077.6847
3872,mixed/suburban,1076.945
3873,mixed/suburban,610.06726
3874,business,679.4812
3875,mixed/suburban,707.09106
3876,mixed/suburban,662.22864
3877,mixed/suburban,500.79654
3878,mixed/suburban-2,439.64786
3879,mixed/suburban-2,437.12576
3880,mixed/suburban-2,433.59027
3881,mixed/suburban-2,409.44888
3882,mixed/suburban,229.91545
3884,mixed/suburban,216.18698
3885,mixed/suburban,211.14613
3886,business,194.5904
3923,mixed/suburban-2,216.19699
3924,mixed/suburban-2,239.41562
3925,mixed/suburban-2,268.25647
3926,mixed/suburban-2,276.7522
3927,mixed/suburban-2,508.0016
3928,mixed/suburban-2,543.0844
3929,mixed/suburban,619.56775
3930,mixed/suburban,515.82916
3931,mixed/suburban,382.55
3932,business,396.1266
3933,mixed/suburban,370.8185
3934,mixed/suburban-2,261.48672
3935,mixed/suburban,208.69905
3937,business,215.77461
3943,mixed/suburban,280.19812
3944,mixed/suburban,446.4344
3945,mixed/suburban,469.5667
3946,mixed/suburban-2,686.01935
3947,mixed/suburban-2,873.6067
3948,mixed/suburban,891.5734
3949,mixed/suburban,941.41077
3950,business,833.8839
3951,business-2,639.34033
3952,business,1003.3522
3953,mixed/suburban,1639.6791
3954,mixed/suburban-2,1537.7086
3955,mixed/suburban-2,1589.2388
3956,mixed/suburban-2,1891.1714
3957,mixed/suburban-2,1670.9657
3958,mixed/suburban-2,1221.1919
3959,mixed/suburban-2,1401.022
3960,mixed/suburban-2,1336.0525
3961,mixed/suburban-2,905.5794
3962,mixed/suburban-2,1640.3635
3963,mixed/suburban,1447.958
3964,business,947.52783
3965,business,913.4948
3966,mixed/suburban,765.7032
3967,mixed/suburban-2,851.4419
3968,mixed/suburban-2,1018.6917
3969,business,1457.9049
3970,mixed/suburban,944.2968
3971,mixed/suburban,815.4688
3972,mixed/suburban,814.3489
3973,business,537.5421
3974,business,521.6508
3975,business,505.45792
3976,mixed/suburban,305.25122
3977,mixed/suburban,216.69643
3978,mixed/suburban-2,234.20746
3979,mixed/suburban-2,227.8014
3980,mixed/suburban-2,227.83498
3981,mixed/suburban,259.433
3982,mixed/suburban,277.5174
3983,mixed/suburban,243.08025
3984,mixed/suburban-2,251.11568
3985,mixed/suburban-2,231.52878
3986,mixed/suburban-2,227.61781
4024,mixed/suburban-2,198.7539
4025,mixed/suburban-2,198.7539
4026,mixed/suburban-2,198.7539
4027,mixed/suburban-2,649.62225
4028,mixed/suburban-2,600.1647
4029,mixed/suburban-2,653.9254
4030,mixed/suburban-2,596.44324
4031,mixed/suburban,428.00305
4032,business,444.40045
4033,business,440.57446
4037,business,231.9067
4038,business-2,421.58304
4040,mixed/suburban-2,221.27725
4041,mixed/suburban-2,235.84023
4042,mixed/suburban-2,302.0807
4043,mixed/suburban-2,313.23132
4044,mixed/suburban,491.07712
4045,mixed/suburban,411.83594
4046,mixed/suburban,411.83594
4047,mixed/suburban-2,619.8131
4048,mixed/suburban-2,846.812
4049,mixed/suburban,902.1806
4050,business,842.00494
4051,business-2,588.34
4052,business-2,873.6516
4053,business,1581.3099
4054,mixed/suburban,1434.992
4055,mixed/suburban-2,1419.2805
4056,mixed/suburban-2,1420.6522
4057,mixed/suburban-2,1321.2233
4058,mixed/suburban-2,1333.0481
4059,mixed/suburban,1668.7208
4060,mixed/suburban,1726.911
4061,mixed/suburban,1242.3506
4062,mixed/suburban,1344.4299
4063,business,1296.616
4064,business,939.08936
4065,business,431.57425
4066,mixed/suburban,270.36075
4067,mixed/suburban-2,523.1658
4068,mixed/suburban-2,1989.0706
4069,mixed/suburban,1898.667
4070,mixed/suburban,518.2947
4071,mixed/suburban,409.74713
4072,mixed/suburban,475.71588
4073,mixed/suburban,466.3716
4074,business,398.88898
4075,mixed/suburban,286.09567
4076,mixed/suburban,202.80171
4077,mixed/suburban,208.99265
4078,mixed/suburban-2,229.26646
4079,mixed/suburban-2,227.8014
4080,mixed/suburban-2,232.47331
4081,mixed/suburban,289.45248
4082,mixed/suburban,294.9906
4083,mixed/suburban,233.88588
4084,mixed/suburban-2,240.525
4085,mixed/suburban-2,231.38185
4124,mixed/suburban-2,197.67468
4125,mixed/suburban-2,198.7539
4126,mixed/suburban-2,245.21255
4127,mixed/suburban-2,658.24493
4128,mixed/suburban-2,993.22095
4129,mixed/suburban-2,610.2978
4130,mixed/suburban-2,567.6897
4131,mixed/suburban,417.06268
4132,business,390.22577
4133,business,460.4549
4136,business,240.13454
4137,business,207.36418
4138,business,202.65503
4139,mixed/suburban,245.68388
4140,mixed/suburban-2,324.02133
4141,mixed/suburban-2,326.35672
4142,mixed/suburban-2,314.10004
4143,mixed/suburban-2,519.9708
4144,mixed/suburban,821.23944
4145,business,832.42114
4146,business,870.08734
4147,mixed/suburban,1046.967
4148,mixed/suburban,1032.9835
4149,mixed/suburban,1087.3276
4150,business,996.6554
4151,business,866.3145
4152,mixed/suburban,937.3869
4153,business,1437.2881
4154,mixed/suburban,2076.5645
4155,mixed/suburban,2439.3337
4156,mixed/suburban,2521.0322
4157,mixed/suburban-2,2067.6174
4158,mixed/suburban,1556.2567
4159,business,1649.2839
4160,business,2280.8596
4161,mixed/suburban,2102.465
4162,mixed/suburban,979.8031
4163,business,1032.2577
4164,business,708.0692
4165,mixed/suburban,435.61667
4166,mixed/suburban,323.84137
4167,mixed/suburban-2,340.97113
4168,mixed/suburban-2,1890.1865
4169,mixed/suburban-2,1566.575
4170,mixed/suburban,306.01248
4171,mixed/suburban,264.09988
4172,mixed/suburban,279.45032
4173,mixed/suburban,225.47719
4174,mixed/suburban,234.05473
4175,mixed/suburban,238.7677
4176,mixed/suburban,204.5937
4177,mixed/suburban-2,276.77255
4178,mixed/suburban-2,253.2819
4179,mixed/suburban-2,228.23349
4180,mixed/suburban-2,305.90143
4181,mixed/suburban,306.98697
4182,mixed/suburban,302.11563
4183,business,265.6404
4184,business,236.69229
4219,mixed/suburban-2,217.49492
4225,mixed/suburban-2,350.9486
4226,mixed/suburban-2,725.3696
4227,mixed/suburban-2,734.2843
4228,mixed/suburban-2,738.9052
4229,mixed/suburban-2,653.33936
4230,mixed/suburban-2,534.5342
4231,mixed/suburban,203.09528
4233,business,231.88376
4236,business-2,303.723
4237,business,205.09581
4238,business,228.07315
4239,mixed/suburban,331.77252
4240,mixed/suburban,335.907
4241,mixed/suburban-2,309.91882
4242,mixed/suburban-2,285.32153
4243,mixed/suburban-2,622.5259
4244,mixed/suburban,838.3834
4245,mixed/suburban,994.5877
4246,business,1008.3139
4247,business,1122.0597
4248,business,1226.9777
4249,business,1213.1589
4250,mixed/suburban,1062.628
4251,mixed/suburban-2,988.21875
4252,mixed/suburban,952.6302
4253,mixed/suburban,981.4094
4254,mixed/suburban-2,2137.6814
4255,mixed/suburban,2332.2664
4256,mixed/suburban-2,3100.7007
4257,mixed/suburban-2,2828.3682
4258,mixed/suburban,1652.5054
4259,business-2,1667.5286
4260,business,2130.7168
4261,business,2037.6526
4262,mixed/suburban,946.35016
4263,mixed/suburban,1322.039
4264,mixed/suburban,1453.4982
4265,mixed/suburban,580.8927
4266,mixed/suburban,658.1844
4267,mixed/suburban,678.6514
4268,mixed/suburban,630.9603
4269,mixed/suburban,480.72357
4270,mixed/suburban,226.28392
4271,mixed/suburban,246.46008
4272,mixed/suburban,200.42645
4276,mixed/suburban-2,404.61896
4277,mixed/suburban-2,441.11972
4278,mixed/suburban-2,433.31342
4279,mixed/suburban,482.1598
4280,mixed/suburban-2,499.99765
4281,mixed/suburban,450.6179
4282,mixed/suburban,268.3854
4283,business,201.15479
4284,business-2,215.66486
4319,mixed/suburban-2,196.86964
4320,mixed/suburban-2,211.75185
4324,mixed/suburban-2,233.88445
4325,mixed/suburban-2,797.6445
4326,mixed/suburban-2,803.4449
4327,mixed/suburban,338.88538
4328,mixed/suburban,417.7413
4329,mixed/suburban-2,575.18994
4330,mixed/suburban-2,364.5838
4332,business,187.00124
4335,business,190.65381
4336,business,207.3629
4337,business,207.26025
4338,business,190.17332
4339,mixed/suburban,286.53104
4340,mixed/suburban,319.32074
4341,mixed/suburban-2,863.51086
4342,mixed/suburban-2,1113.6101
4343,mixed/suburban-2,1178.8469
4344,mixed/suburban-2,1317.0106
4345,mixed/suburban-2,1228.7848
4346,mixed/suburban,1139.9385
4347,mixed/suburban,1050.8369
4348,mixed/suburban,1185.6277
4349,mixed/suburban,1822.663
4350,mixed/suburban-2,1408.0513
4351,mixed/suburban-2,1051.0804
4352,mixed/suburban,1002.95044
4353,mixed/suburban,1098.1287
4354,mixed/suburban-2,1996.8794
4355,mixed/suburban-2,2473.1326
4356,mixed/suburban-2,2335.1785
4357,mixed/suburban,2023.0679
4358,mixed/suburban,2092.5713
4359,business,2627.7437
4360,business-2,1538.412
4361,business-2,1184.9817
4362,mixed/suburban-2,2721.8792
4363,mixed/suburban-2,2477.2517
4364,mixed/suburban,2281.9436
4365,mixed/suburban-2,817.52277
4366,mixed/suburban-2,1443.5481
4367,business-2,990.2275
4368,mixed/suburban,564.3792
4369,mixed/suburban,569.10156
4370,mixed/suburban,420.8403
4371,mixed/suburban,192.62286
4372,mixed/suburban,198.45462
4376,mixed/suburban-2,385.75354
4377,mixed/suburban-2,441.18002
4378,mixed/suburban,505.47543
4379,business,660.80896
4380,mixed/suburban,570.18866
4381,mixed/suburban,389.12357
4382,mixed/suburban,252.16142
4420,mixed/suburban-2,230.90474
4421,mixed/suburban-2,234.449
4423,mixed/suburban-2,204.3155
4424,mixed/suburban-2,218.70892
4425,mixed/suburban-2,451.88492
4426,mixed/suburban,324.98114
4428,mixed/suburban,268.22577
4429,mixed/suburban,326.88965
4430,mixed/suburban,210.68492
4432,business,198.85657
4436,business,208.349
4440,mixed/suburban-2,293.4814
4441,mixed/suburban-2,376.40082
4442,mixed/suburban-2,1359.1462
4443,mixed/suburban-2,1216.936
4444,mixed/suburban,1830.7736
4445,mixed/suburban,1842.7938
4446,mixed/suburban-2,1969.8615
4447,mixed/suburban-2,1787.6698
4448,mixed/suburban-2,1154.9127
4449,mixed/suburban,1527.5842
4450,mixed/suburban,1693.4103
4451,mixed/suburban,1245.659
4452,business,1705.714
4453,mixed/suburban,1767.6143
4454,mixed/suburban-2,1728.1544
4455,mixed/suburban-2,2555.1472
4456,mixed/suburban-2,3817.1997
4457,mixed/suburban-2,4247.8345
4458,mixed/suburban,2938.1838
4459,business-2,5208.342
4460,business-2,3456.108
4461,mixed/suburban,2638.2405
4462,mixed/suburban-2,3613.7422
4463,mixed/suburban-2,1655.374
4464,mixed/suburban,1190.6044
4465,mixed/suburban,661.28467
4466,mixed/suburban,576.89923
4467,mixed/suburban,537.8772
4468,business,652.3899
4469,mixed/suburban,417.60583
4470,mixed/suburban,386.80692
4471,mixed/suburban-2,255.72076
4472,mixed/suburban-2,240.83615
4476,mixed/suburban,266.45193
4477,mixed/suburban,382.72186
4478,business,624.6931
4479,business,681.2467
4480,business,556.53564
4481,business,336.26544
4482,business,278.36627
4520,mixed/suburban-2,198.07594
4521,mixed/suburban-2,260.15097
4522,mixed/suburban-2,214.31245
4523,mixed/suburban-2,211.22975
4524,mixed/suburban-2,211.29726
4525,mixed/suburban,216.21497
4526,mixed/suburban,280.24442
4527,mixed/suburban,204.93979
4528,mixed/suburban,241.17384
4529,mixed/suburban-2,301.27277
4530,mixed/suburban,239.61824
4536,mixed/suburban,189.61932
4540,mixed/suburban-2,293.6571
4541,mixed/suburban-2,300.27533
4542,mixed/suburban-2,839.73083
4543,mixed/suburban-2,997.7123
4544,mixed/suburban,1691.1438
4545,mixed/suburban,2121.0557
4546,mixed/suburban-2,2117.7686
4547,mixed/suburban-2,2300.4573
4548,mixed/suburban-2,2876.7024
4549,mixed/suburban,2053.0137
4550,business,1827.8959
4551,business,1770.0339
4552,business,1827.7611
4553,mixed/suburban-2,2828.8074
4554,mixed/suburban-2,3026.2974
4555,mixed/suburban-2,2932.9536
4556,mixed/suburban-2,3074.3757
4557,mixed/suburban-2,2463.21
4558,mixed/suburban,2778.7168
4559,mixed/suburban,3537.641
4560,business,2814.0884
4561,mixed/suburban-2,2600.0828
4562,mixed/suburban-2,1716.2534
4563,mixed/suburban,359.7306
4564,mixed/suburban,452.77185
4565,mixed/suburban,395.1158
4566,mixed/suburban,471.79333
4567,mixed/suburban,352.36838
4568,mixed/suburban,512.66364
4569,mixed/suburban,554.9409
4570,mixed/suburban-2,244.78052
4571,mixed/suburban-2,236.11229
4572,mixed/suburban-2,195.05045
4577,mixed/suburban,251.37706
4578,business,380.89307
4579,business,442.73615
4580,business,268.54718
4581,business,283.5749
4582,business,319.95425
4621,mixed/suburban,283.31998
4622,mixed/suburban,253.82478
4623,mixed/suburban-2,219.73816
4624,mixed/suburban-2,211.36014
4625,mixed/suburban,206.10312
4626,mixed/suburban,211.31418
4627,mixed/suburban-2,292.32358
4628,mixed/suburban-2,391.1979
4629,mixed/suburban-2,390.65796
4636,mixed/suburban,190.51932
4637,mixed/suburban,214.0465
4638,mixed/suburban,297.96036
4639,mixed/suburban-2,262.00888
4640,mixed/suburban-2,257.43863
4641,mixed/suburban-2,361.65198
4642,mixed/suburban-2,892.21423
4643,mixed/suburban-2,1009.90717
4644,mixed/suburban-2,1139.8948
4645,mixed/suburban,1457.747
4646,mixed/suburban,1386.6608
4647,mixed/suburban-2,2410.3687
4648,mixed/suburban-2,3264.424
4649,mixed/suburban-2,1805.6304
4650,business,2228.8755
4651,mixed/suburban,2272.4963
4652,mixed/suburban-2,2473.2935
4653,mixed/suburban-2,3625.893
4654,mixed/suburban-2,4078.8213
4655,mixed/suburban-2,3821.4285
4656,mixed/suburban-2,3105.3108
4657,mixed/suburban-2,1903.8124
4658,mixed/suburban,2309.714
4659,mixed/suburban,3017.691
4660,mixed/suburban,3060.8118
4661,business,2520.26
4662,business,2318.942
4663,business,345.4201
4664,mixed/suburban,679.3464
4665,mixed/suburban-2,358.8277
4666,mixed/suburban,453.9254
4667,mixed/suburban,414.54172
4668,mixed/suburban,386.37787
4669,mixed/suburban,725.20917
4670,mixed/suburban-2,331.74976
4671,mixed/suburban-2,192.52724
4677,business,266.27417
4678,mixed/suburban,583.34515
4679,mixed/suburban-2,775.55695
4680,mixed/suburban,223.92567
4681,business,294.4541
4682,business,358.0818
4721,mixed/suburban,288.777
4722,mixed/suburban,288.777
4723,mixed/suburban,277.56586
4724,mixed/suburban-2,210.40915
4725,mixed/suburban-2,273.55826
4726,mixed/suburban-2,542.96826
4727,mixed/suburban-2,520.6292
4728,mixed/suburban-2,447.46603
4729,mixed/suburban-2,358.09964
4736,mixed/suburban,192.52478
4737,mixed/suburban,214.6563
4738,mixed/suburban,326.77905
4739,mixed/suburban,273.80884
4740,mixed/suburban,269.97076
4741,mixed/suburban,436.93808
4742,mixed/suburban,647.7831
4743,business,750.42395
4744,business,758.44525
4745,mixed/suburban,1323.7202
4746,mixed/suburban,1576.8027
4747,mixed/suburban,1861.708
4748,mixed/suburban-2,1630.8727
4749,mixed/suburban,1795.8743
4750,mixed/suburban,2236.041
4751,mixed/suburban-2,2172.2053
4752,mixed/suburban-2,2027.3911
4753,mixed/suburban-2,2778.4868
4754,mixed/suburban-2,4100.662
4755,mixed/suburban-2,4845.4077
4756,mixed/suburban-2,3496.4216
4757,mixed/suburban,3289.1047
4758,business,3564.561
4759,business,3489.8484
4760,business,3335.584
4761,business,4132.3604
4762,business,3632.8643
4763,business-2,657.33026
4764,business-2,534.62866
4765,mixed/suburban,934.5315
4766,mixed/suburban,571.7101
4767,mixed/suburban,619.09796
4768,mixed/suburban,527.60834
4769,mixed/suburban,463.21942
4770,mixed/suburban-2,389.49133
4771,mixed/suburban-2,210.4222
4776,mixed/suburban,381.96628
4777,mixed/suburban,929.6638
4778,mixed/suburban,799.18463
4779,mixed/suburban-2,647.7063
4780,mixed/suburban,293.12387
4781,business,350.1387
4782,business,382.28394
4783,business,284.16907
4820,mixed/suburban,239.83812
4821,mixed/suburban,277.70593
4822,mixed/suburban,279.27502
4823,mixed/suburban-2,220.70703
4824,mixed/suburban-2,201.44466
4825,mixed/suburban-2,298.0692
4826,mixed/suburban-2,1322.8136
4827,mixed/suburban-2,694.8985
4828,mixed/suburban-2,495.97748
4829,mixed/suburban-2,468.39398
4830,mixed/suburban-2,421.62946
4836,mixed/suburban,198.70813
4837,business,202.96472
4838,mixed/suburban,225.16301
4839,business,250.48553
4840,mixed/suburban,354.3897
4841,mixed/suburban,461.59924
4842,mixed/suburban,615.38776
4843,business,751.354
4844,business,828.183
4845,mixed/suburban,1362.1445
4846,mixed/suburban,1678.3608
4847,business,1896.3544
4848,mixed/suburban,1910.2018
4849,mixed/suburban-2,2341.2922
4850,mixed/suburban,2035.407
4851,mixed/suburban,1941.4215
4852,mixed/suburban,1801.9338
4853,mixed/suburban,3004.6304
4854,mixed/suburban,3925.1572
4855,business,5706.3467
4856,business,5531.0566
4857,mixed/suburban,4865.0703
4858,business,2967.567
4859,business-2,2795.6367
4860,business-2,3115.1294
4861,business-2,3765.1428
4862,business-2,2323.2153
4863,business-2,1371.753
4864,business-2,784.7558
4865,business,1251.0858
4866,business,724.462
4867,business,786.3728
4868,mixed/suburban,690.2685
4869,mixed/suburban,870.4583
4870,mixed/suburban-2,845.8772
4871,mixed/suburban,683.2457
4872,mixed/suburban,344.20605
4873,mixed/suburban,423.9915
4874,business,2020.3456
4876,mixed/suburban,345.7231
4877,mixed/suburban,946.3643
4878,mixed/suburban,597.605
4879,mixed/suburban,451.69278
4880,mixed/suburban,471.90125
4881,business,405.78506
4882,business,404.9003
4883,business,404.9003
4884,business,386.95734
4888,business,188.622
4889,business,648.3476
4890,business,968.96
4891,business,411.33347
4919,mixed/suburban,252.35727
4920,mixed/suburban,254.82349
4921,mixed/suburban,254.83127
4922,mixed/suburban-2,234.00323
4923,mixed/suburban-2,198.38068
4924,mixed/suburban-2,197.33873
4925,mixed/suburban-2,208.62798
4926,mixed/suburban-2,1368.0734
4927,mixed/suburban-2,1237.4249
4928,mixed/suburban-2,501.1602
4929,mixed/suburban-2,524.183
4930,mixed/suburban-2,545.6129
4931,mixed/suburban-2,224.80107
4933,mixed/suburban,202.1898
4934,mixed/suburban,193.34297
4937,business,186.83104
4938,mixed/suburban,187.96458
4939,mixed/suburban,418.06342
4940,mixed/suburban-2,655.7816
4941,mixed/suburban-2,620.0325
4942,mixed/suburban,760.3247
4943,mixed/suburban,969.4758
4944,business,784.57947
4945,mixed/suburban,1038.2706
4946,mixed/suburban,1264.785
4947,mixed/suburban,1367.8163
4948,mixed/suburban,3331.1484
4949,mixed/suburban-2,2246.7751
4950,mixed/suburban-2,1409.703
4951,mixed/suburban,1420.574
4952,mixed/suburban,2094.6008
4953,business,2833.808
4954,business,3380.6099
4955,business-2,4624.9785
4956,business-2,5280.701
4957,mixed/suburban,3923.5195
4958,business,3512.2134
4959,business-2,3992.036
4960,business-2,3231.6045
4961,business-2,4631.993
4962,business-2,3349.0688
4963,business-2,2134.6636
4964,business-2,1846.2068
4965,business-2,1406.5969
4966,business,580.97406
4967,business,2734.5957
4968,mixed/suburban,3498.1606
4969,mixed/suburban,2254.259
4970,mixed/suburban,1270.6733
4971,mixed/suburban,1754.4818
4972,mixed/suburban,2350.2961
4973,mixed/suburban,1695.5929
4974,mixed/suburban-2,274.1048
4977,mixed/suburban,757.3915
4978,mixed/suburban,484.0304
4979,mixed/suburban,450.70807
4980,mixed/suburban,390.0856
4981,business,274.5063
4982,mixed/suburban,187.88727
4983,mixed/suburban,226.63425
4984,mixed/suburban,241.12712
4988,business-2,439.79855
4989,business,833.7043
4990,business,767.40424
4991,business,1361.2991
4992,business,333.11572
5019,mixed/suburban,189.83556
5020,mixed/suburban,231.10631
5021,mixed/suburban-2,211.47237
5022,mixed/suburban-2,193.0255
5023,mixed/suburban-2,198.58537
5024,mixed/suburban-2,197.33873
5025,mixed/suburban-2,277.3529
5026,mixed/suburban-2,1009.5373
5027,mixed/suburban-2,1172.3097
5028,mixed/suburban-2,313.0135
5029,mixed/suburban-2,298.7155
5030,mixed/suburban-2,529.91614
5031,mixed/suburban-2,406.57965
5032,mixed/suburban,207.762
5033,mixed/suburban,209.2174
5034,mixed/suburban,206.53992
5038,mixed/suburban,236.41066
5039,mixed/suburban-2,607.6093
5040,mixed/suburban-2,661.00775
5041,mixed/suburban-2,738.1391
5042,mixed/suburban-2,598.62805
5043,mixed/suburban,635.5489
5044,business,577.7705
5045,business,792.8978
5046,business,2196.4163
5047,mixed/suburban-2,2722.338
5048,mixed/suburban-2,2360.4412
5049,mixed/suburban-2,1708.0796
5050,mixed/suburban-2,1141.9302
5051,mixed/suburban,1288.3237
5052,business,1874.659
5053,business-2,2679.4065
5054,business-2,2052.027
5055,business-2,3072.5747
5056,business-2,3438.215
5057,business,2229.3792
5058,business-2,2653.7256
5059,business-2,7507.2944
5060,business-2,3282.939
5061,business-2,6441.0854
5062,business-2,3427.0151
5063,business-2,3360.308
5064,business-2,2125.5698
5065,business-2,1122.0695
5066,business,494.21024
5067,business,1565.7941
5068,mixed/suburban,3485.5679
5069,mixed/suburban,2371.0288
5070,mixed/suburban,2201.0852
5071,mixed/suburban,1824.4785
5072,mixed/suburban-2,2878.227
5073,mixed/suburban-2,2542.3315
5074,mixed/suburban,530.2937
5077,mixed/suburban,266.40656
5078,mixed/suburban,351.52176
5079,mixed/suburban,327.12378
5080,business,358.2615
5081,business,272.27924
5082,mixed/suburban,189.5279
5088,business,274.49457
